"county","state","msa","pmsa","pop.density","pop","pop.change","age6574","age75","crime","college","income","farm","democrat","republican","white","black","turnout","pdensity"
"Nevada","AR",NA,NA,16,10101,-10.3999996,9.60000038,8.69999981,1197,9.80000019,22304,4.9000001,56.7999992,30.7999992,67.8744659,31.6404324,39.0852394,1.23044892137827
"Newton","AR",NA,NA,9,7666,-1.39999998,8.89999962,6.0999999,414,6.80000019,18000,7.80000019,42.5999985,41.7000008,98.9042511,0,54.0568733,1
"Ouachita","AR",NA,NA,40,30574,-3.29999995,8.89999962,7.5999999,4908,12.1999998,26777,0.899999976,59.7000008,29.8999996,64.4403763,35.1246147,40.6063957,1.61278385671974
"Perry","AR",NA,NA,15,7969,14.8999996,9.89999962,6.30000019,1716,6.19999981,21954,5.19999981,54.4000015,33.2000008,97.6283112,1.49328649,43.9703865,1.20411998265592
"Phillips","AR",NA,NA,41,28838,-19.2000008,8.10000038,7,5417,9.19999981,16259,3.20000005,65.5999985,27.3999996,44.7846603,54.6258392,34.1112404,1.6232492903979
"Pike","AR",NA,NA,17,10086,-3.79999995,10.1000004,8.19999981,354,8.5,22454,6.9000001,51.2000008,37.2999992,95.3896484,3.74776912,41.9591522,1.25527250510331
"Poinsett","AR",NA,NA,32,24664,-9.60000038,8.69999981,6.5999999,2371,5.5999999,20629,3.29999995,62.2999992,28.2999992,92.4302597,7.18861485,34.7510529,1.51851393987789
"Polk","AR",NA,NA,20,17347,3.29999995,10.3000002,9,2148,9.89999962,21306,7.19999981,43.7999992,38.2000008,98.201416,0,41.6037369,1.32221929473392
"Pope","AR",NA,NA,59,45883,23.1000004,6.9000001,5.5,3465,14.6999998,26287,2.0999999,43.0999985,45.0999985,96.1706924,2.46060634,38.929451,1.77815125038364
"Prairie","AR",NA,NA,14,9518,-8.80000019,9.39999962,7.19999981,1635,7.19999981,21658,9.19999981,59.7999992,29.2000008,85.8373642,13.595293,41.5633545,1.17609125905568
"Pulaski","AR",4400,NA,458,349660,3.79999995,6.5999999,4.9000001,12015,23.5,32638,0.100000001,58,34.9000015,72.228447,26.3684731,39.1686211,2.66181268553726
"Randolph","AR",NA,NA,26,16558,0.699999988,9.5,7.69999981,1359,7.9000001,19986,3.20000005,62.0999985,28,98.574707,0.881748974,38.1326256,1.43136376415899
"St. Francis","AR",NA,NA,45,28497,-8.5,7.4000001,6,7140,8.5,18376,2.5,61.5999985,30.8999996,51.6615791,47.4471016,37.3197174,1.66275783168157
"Saline","AR",4400,NA,93,64183,26.2000008,6.69999981,4.4000001,3531,11.8999996,31855,0.699999988,49.4000015,39.4000015,96.9337692,2.10024452,39.9809914,1.9731278535997
"Scott","AR",NA,NA,12,10205,7.0999999,8.80000019,8,1632,5.9000001,20195,9.60000038,48.7999992,37.2000008,98.3341522,0.00979911815,44.7035751,1.11394335230684
"Searcy","AR",NA,NA,11,7841,-14.5,10.8999996,8.89999962,581,7.5,16855,8.10000038,42.0999985,44.5,98.8394318,0.0255069509,50.809845,1.07918124604762
"Sebastian","AR",2720,NA,189,99590,6.5,7.80000019,6.19999981,7193,14.6000004,29066,0.899999976,41.7999992,42.4000015,89.0842438,5.68932629,39.8222694,2.27875360095283
"Sevier","AR",NA,NA,25,13637,1.39999998,8.80000019,7.5999999,3627,7.19999981,23287,4.5,51,31.7999992,88.5898666,5.7710638,36.7456169,1.41497334797082
"Sharp","AR",NA,NA,25,14109,1.79999995,15.5,11.6000004,1152,8.69999981,19851,4.4000001,52.2999992,34.5,98.5753784,0.467786521,51.0029068,1.41497334797082
"Stone","AR",NA,NA,17,9775,12.5,10.1000004,7.30000019,639,9.39999962,18825,9.10000038,52,33.2000008,99.0997467,0.0818414316,51.5498734,1.25527250510331
"Union","AR",NA,NA,45,46719,-4.30000019,9,7.5999999,4478,12.6999998,26007,0.899999976,47.2999992,39.2999992,69.3807678,30.096962,39.7696877,1.66275783168157
"Van Buren","AR",NA,NA,20,14008,6.5999999,15.1000004,8.69999981,2144,10.5,20776,5.5,51.9000015,35.5,98.83638,0.29268989,52.548542,1.32221929473392
"Washington","AR",2580,NA,126,113409,19.6000004,6.30000019,4.9000001,5350,20,28270,3.9000001,46,42.4000015,95.8856888,1.47783685,42.2188721,2.10380372095596
"White","AR",NA,NA,55,54676,11.6000004,8.10000038,6.5999999,3567,10.8999996,23562,3.0999999,48.7000008,39.5999985,96.0366516,3.11471224,39.4377785,1.7481880270062
"Woodruff","AR",NA,NA,16,9520,-18,9.30000019,8.30000019,770,7.5,18149,2.29999995,74.0999985,19.2999992,68.298317,31.4180679,36.7121849,1.23044892137827
"Yell","AR",NA,NA,19,17759,5.9000001,9.30000019,7.19999981,2551,7.4000001,22803,6.0999999,54.5,32.7999992,96.6946335,2.08908153,43.0373344,1.30102999566398
"Alameda","CA",7362,5775,1773,1279182,18.2999992,6.19999981,4.4000001,8220,28.7999992,45037,0,63,20.6000004,59.5548553,17.9215317,41.4440651,3.24895361549571
"Alpine","CA",NA,NA,2,1113,4.19999981,4.30000019,3.20000005,7130,24,29276,0,34.0999985,35.2000008,72.416893,0.53908354,56.6936226,0.477121254719662
"Amador","CA",NA,NA,54,30039,65,10.8999996,6.69999981,2588,14,35062,1.39999998,34.2000008,35.5,89.5302811,5.59938765,51.3798714,1.74036268949424
"Butte","CA",1620,NA,115,182120,31,10.1000004,7.19999981,4808,19.5,28314,1.5,38.2000008,37.2000008,90.7094193,1.29639792,46.6802101,2.06445798922692
"Calaveras","CA",NA,NA,35,31998,70.8000031,11.6000004,6.0999999,3313,14.3999996,32211,1.29999995,35.2000008,35.2999992,95.6591034,0.57503593,53.100193,1.55630250076729
"Colusa","CA",NA,NA,15,16275,31.6000004,7.80000019,5.0999999,4184,11.1000004,28230,7.69999981,31.8999996,45.9000015,76.4485397,0.589861751,34.6236572,1.20411998265592
"Contra Costa","CA",7362,5775,1167,803732,28.1000004,6.5999999,4.30000019,6246,31.6000004,51651,0.100000001,50.9000015,29.5,76.0207367,9.27883911,47.6306763,3.06744284277638
"Del Norte","CA",NA,NA,29,23460,58.5,8,4.9000001,4009,10,26992,0.699999988,38.9000015,33,86.1466293,3.65728903,39.8678589,1.47712125471966
"El Dorado","CA",6922,6920,81,125995,61,7.69999981,4.0999999,4006,20.7999992,39823,0.899999976,32.4000015,39.9000015,94.5418472,0.480971456,51.4996643,1.91381385238372
"Fresno","CA",2840,NA,118,667490,37.0999985,6.0999999,4.30000019,9100,16.8999996,29970,2.79999995,42.2000008,40.7000008,63.3476143,5.00726604,32.8335991,2.07554696139253
"Glenn","CA",NA,NA,19,24798,19.5,8,6,3417,9.39999962,27216,10.1000004,30.2000008,43.2000008,85.3939819,0.552463889,35.5512543,1.30102999566398
"Humboldt","CA",NA,NA,34,119118,12.3999996,7.19999981,5.0999999,4718,20,30357,0.800000012,48.0999985,30.5,90.5664978,0.805923522,50.3878517,1.54406804435028
"Imperial","CA",NA,NA,31,109303,40,6.5,3.70000005,7208,9.69999981,25147,0.899999976,43.9000015,38.5,67.3494797,2.39883637,23.1631336,1.50514997831991
"Inyo","CA",NA,NA,2,18281,2.70000005,10.6999998,7.80000019,3735,13.5,30460,0.800000012,31.7999992,43.5999985,86.3027191,0.432142675,46.2994385,0.477121254719662
"Kern","CA",680,NA,72,543477,45.7999992,5.9000001,3.79999995,6561,13.3000002,31714,0.600000024,33.7999992,45.0999985,69.6402969,5.54411697,32.9844704,1.86332286012046
"Kings","CA",NA,NA,77,101469,45.5999985,4.5999999,3.0999999,4295,9,27614,2.5999999,38.9000015,41.5999985,64.2225723,8.12366295,25.2796421,1.89209460269048
"Lake","CA",NA,NA,43,50631,47.9000015,13.8999996,8.69999981,5241,10.6999998,26563,1.60000002,45.4000015,28.7999992,91.8133163,1.84274459,45.8474045,1.64345267648619
"Lassen","CA",NA,NA,6,27598,29.7000008,6.5,3.79999995,2158,11.6999998,31803,3.5,32.7000008,37,87.7418671,6.22871208,37.5461998,0.845098040014257
"Los Angeles","CA",4472,4480,2230,8863164,21.1000004,5.69999981,4,7614,22.2999992,39035,0,52.5,29,56.8093185,11.2033806,31.0656891,3.34849957028384
"Madera","CA",2840,NA,46,88090,56.9000015,7.5,4.80000019,4791,11.6999998,30246,4.4000001,35.9000015,43.2000008,71.9366531,2.83119535,34.3342018,1.67209785793572
"Marin","CA",7362,7360,450,230096,5,7.30000019,5,4028,44,59157,0.300000012,58.2999992,23.2999992,88.7142792,3.55156112,56.8054199,2.65417654187796
"Mariposa","CA",NA,NA,11,14302,38.0999985,11.1999998,6.30000019,3418,16.7999992,29468,1.79999995,36.5,36,92.4416199,0.853027523,57.9429436,1.07918124604762
"Mendocino","CA",NA,NA,23,80345,22.3999996,8,5.5,3163,17.7999992,31276,2.5999999,50.2000008,21.7999992,89.6459045,0.631028712,45.4763832,1.38021124171161
"Merced","CA",4940,NA,98,178403,40.5,5.69999981,3.5,4715,12,28269,5,40.9000015,36.5,67.4203873,4.77738619,27.6250954,1.99563519459755
"Modoc","CA",NA,NA,2,9678,14,10.3000002,6.5999999,2338,11.1999998,27407,7.0999999,32.2000008,39,90.9588776,0.805951655,47.7887993,0.477121254719662
"Mono","CA",NA,NA,3,9956,16.1000004,4.0999999,2.0999999,5225,21.8999996,35932,0.800000012,34.2000008,36.0999985,92.6978683,0.431900352,43.742466,0.602059991327962
"Monterey","CA",7120,NA,111,355660,26.7999992,5.80000019,4,4922,21.5,36223,1,47,31.2000008,63.8272514,6.42439413,32.8091431,2.04921802267018
"Napa","CA",7362,8720,150,110765,14.1000004,9,7.5,4472,22.2999992,42789,1.79999995,45.2999992,29.2999992,88.8990173,1.08698595,48.2598305,2.17897694729317
"Nevada","CA",NA,NA,87,78510,61.0999985,11.5,6.5999999,3494,22.1000004,36942,0.699999988,34.9000015,39.2000008,97.2755051,0.22927016,56.2998352,1.94448267215017
"Orange","CA",4472,5945,3146,2410556,28.6000004,5.4000001,3.79999995,5873,27.7999992,51167,0,31.6000004,43.9000015,78.5956879,1.77058733,40.3454208,3.49789674291322
"Placer","CA",6922,6920,133,172796,59.5999985,7.19999981,4.80000019,5048,22.7000008,42805,1,33.7000008,41.9000015,93.7220764,0.597814739,52.8750648,2.12710479836481
"Plumas","CA",NA,NA,8,19739,19.3999996,11,5.9000001,4878,15.1000004,29967,0.5,37.5999985,36.2000008,94.179039,0.770049155,50.4027557,0.954242509439325
"Riverside","CA",4472,6780,179,1170413,94.3000031,7.9000001,5.30000019,7993,14.6000004,37694,0.400000006,38.5999985,37.0999985,76.4488297,5.43321037,36.7626648,2.25527250510331
"Sacramento","CA",6922,6920,1132,1041219,39.5999985,6.5,4.0999999,7932,23,37841,0.300000012,43.5999985,35.4000015,75.1355896,9.32839298,43.5558701,3.0542299098634
"San Benito","CA",NA,NA,28,36697,53.5,6,3.9000001,4132,14.3999996,39637,4.5999999,42,32.2999992,69.8067932,0.555903733,34.7140083,1.46239799789896
"San Bernardino","CA",4472,6780,76,1418380,71.4000015,5.30000019,3.5,6491,14.8999996,36977,0.100000001,38.7000008,37.2000008,72.9936981,8.10318851,33.4233437,1.88649072517248
"San Diego","CA",7320,NA,619,2498016,39.7000008,6.5,4.4000001,6816,25.2999992,39798,0.300000012,37.2000008,35.7000008,74.9497223,6.37730122,39.4971848,2.79239168949825
"San Francisco","CA",7362,7360,15609,723959,7.4000001,7.9000001,6.5999999,9639,35,40561,0,72.4000015,17.7999992,53.5642204,10.9176073,44.5062485,4.19340290306242
"San Joaquin","CA",8120,NA,360,480628,45.0999985,6.5,4.5999999,8393,13.1999998,34701,2.20000005,41.2999992,37.7999992,73.4807358,5.63720798,32.0851059,2.55750720190566
"San Luis Obispo","CA",7460,NA,67,217162,41.9000015,8.39999962,5.69999981,3655,22.8999996,37086,1.29999995,38.4000015,34.7999992,89.158783,2.63720179,48.1755562,1.83250891270624
"San Mateo","CA",7362,7360,1477,649623,13,7.30000019,5,4595,31.2999992,53430,0,54,27.2000008,71.8701477,5.43130398,42.5643806,3.16967443405881
"Santa Barbara","CA",7480,NA,137,369608,25.7000008,6.9000001,5.4000001,4854,26.6000004,41289,0.600000024,42.5,35.2999992,77.2334442,2.81433296,44.0347595,2.13987908640124
"Santa Clara","CA",7362,7400,1184,1497577,18,5.30000019,3.4000001,5037,32.5999985,53670,0.100000001,49.2000008,28.3999996,68.9240036,3.75346303,40.2019386,3.07371835034612
"Santa Cruz","CA",7362,7485,518,229734,22.7999992,6.0999999,5.19999981,5845,29.7000008,43130,0.400000006,58.0999985,21.8999996,83.9444733,1.1456728,49.6191254,2.71516735784846
"Shasta","CA",6690,NA,42,147036,36.2999992,8.60000038,5.5,4888,13.6999998,30332,0.899999976,31.6000004,41.2000008,93.8389206,0.735194087,46.4913368,1.63346845557959
"Sierra","CA",NA,NA,3,3318,6.19999981,10.1999998,7.19999981,3395,15.8999996,29911,1.5,34.7999992,36.9000015,95.6901779,0.18083182,56.5099449,0.602059991327962
"Siskiyou","CA",NA,NA,7,43531,11.5,9.89999962,6.5999999,3682,14.1999998,26073,3.70000005,39.9000015,32.2000008,92.1297455,1.58737457,47.5040779,0.903089986991944
"Solano","CA",7362,8720,437,340421,53.9000015,5.19999981,3,6261,18.7000008,42392,0.600000024,48.7000008,29.3999996,66.7679138,13.4653854,38.8081245,2.6414741105041
"Sonoma","CA",7362,7500,254,388222,33.7999992,7.5,5.9000001,4682,24.5,41961,1.70000005,52.7999992,24.1000004,90.5796204,1.42882168,50.9221535,2.40654018043396
"Stanislaus","CA",5170,NA,264,370522,48.5999985,6.30000019,4.5,6732,13,32923,3.29999995,40.9000015,36.9000015,80.2421951,1.74078727,34.5472069,2.42324587393681
"Sutter","CA",9340,NA,115,64415,33,7,4.80000019,4885,15.3999996,31842,4.5,30.5,50.0999985,76.8780594,1.61608326,40.1459274,2.06445798922692
"Tehama","CA",NA,NA,18,49625,33.5,10,6.80000019,5038,10.1999998,25946,5,35.7999992,35.4000015,91.875061,0.515869021,42.2750626,1.27875360095283
"Trinity","CA",NA,NA,4,13063,11.6999998,9.80000019,5.19999981,3877,12.8999996,25009,0.699999988,32.5999985,31.2999992,92.8806534,0.405726105,46.1532555,0.698970004336019
"Tulare","CA",8780,NA,69,311921,34.7000008,6.19999981,4.5999999,6121,11.8000002,26697,3.79999995,35.2000008,45.7000008,65.668869,1.48050308,28.3895607,1.84509804001426
"Tuolumne","CA",NA,NA,23,48456,49.5999985,10.6000004,5.9000001,3364,14.6999998,31464,0.200000003,38.0999985,35.2999992,90.3747711,3.2008419,49.8968124,1.38021124171161
"Ventura","CA",4472,8735,372,669016,29.7000008,5.5,3.9000001,4427,23,50091,0.600000024,37,35.5,79.0961685,2.33611751,40.0060692,2.57170883180869
"Yolo","CA",6922,9270,143,141092,27.7000008,5.5999999,4,7394,30.2999992,36866,1.89999998,53.2999992,28.1000004,75.9171295,2.24817848,44.251976,2.15836249209525
"Yuba","CA",9340,NA,97,58228,22.3999996,6.5,4,5996,9.5,24364,2.20000005,34.2000008,43.4000015,78.2115097,4.18527174,29.0152512,1.99122607569249
"Adams","CO",2082,2080,236,265038,14.5,4.9000001,2.70000005,7129,13,34618,0.400000006,44,29.8999996,86.7075653,3.33272958,38.8914032,2.3747483460101
"Alamosa","CO",NA,NA,19,13617,17.3999996,4.9000001,4.4000001,5158,24.1000004,23114,4.30000019,41.7999992,34,82.3896637,0.50671953,33.906147,1.30102999566398
"Arapahoe","CO",2082,2080,524,391511,43.5,4.80000019,2.5999999,6874,35.2000008,44874,0.100000001,36.2000008,39.2999992,89.2220154,5.94593763,46.9808006,2.72015930340596
"Archuleta","CO",NA,NA,4,5345,58.5999985,8.19999981,3.4000001,2829,19.7000008,27359,3.79999995,29.1000004,44.0999985,87.2591171,0.130963519,52.6847534,0.698970004336019
"Baca","CO",NA,NA,2,4556,-18.2999992,11.6000004,9,1500,13.6000004,23054,11.1000004,27.7000008,47.2999992,94.820015,0.0219490789,57.5504837,0.477121254719662
"Bent","CO",NA,NA,3,5048,-16.1000004,10.8000002,8,1140,14.6000004,22325,13.6999998,43.5999985,33.5999985,90.8874817,0.653724253,44.7107773,0.602059991327962
"Boulder","CO",2082,1125,321,225339,25.6000004,4.30000019,3.29999995,6115,42.0999985,43782,0.800000012,50.9000015,26.5,93.2772369,0.869356811,56.2579041,2.50785587169583
"Chaffee","CO",NA,NA,13,12684,-2.20000005,9.69999981,6.80000019,3531,15.1999998,25439,1,36.4000015,38.5,95.3957748,1.59255755,49.5269623,1.14612803567824
"Cheyenne","CO",NA,NA,1,2397,13.3000002,7.80000019,7.9000001,1954,11.8999996,30053,17.8999996,24.7999992,50.7000008,98.372963,0,50.5632057,0.301029995663981
"Clear Creek","CO",NA,NA,20,7619,9.89999962,4.5999999,2.5999999,5815,31.2000008,41111,0.300000012,39.0999985,30.3999996,97.7031097,0.262501627,58.5378647,1.32221929473392
"Conejos","CO",NA,NA,6,7453,-4.9000001,8,6,1257,10.6999998,17155,6.5999999,49.2000008,33.5,85.6970367,0.161008984,46.4913445,0.845098040014257
"Costilla","CO",NA,NA,3,3190,4.5999999,9.60000038,6.69999981,1927,10.5,15127,7.9000001,67.3000031,20.8999996,83.5109711,0.250783712,54.9529762,0.602059991327962
"Crowley","CO",NA,NA,5,3946,31.3999996,7.5999999,7,99,8,18345,10,39.0999985,41.2999992,87.7344131,6.63963509,36.9488106,0.778151250383644
"Custer","CO",NA,NA,3,1926,40.0999985,9.19999981,5.5999999,2584,19.2000008,23919,7.5,24.8999996,47.2999992,97.9231567,0,71.3914871,0.602059991327962
"Delta","CO",NA,NA,19,20980,3.4000001,12.3000002,10.1000004,2548,13.6000004,22197,7.4000001,32.5999985,41.5,96.0152512,0.285986662,50.0190659,1.30102999566398
"Denver","CO",2082,2080,3156,467610,-1.79999995,7.5999999,6.19999981,7814,29,32038,0,56,25.3999996,72.1109467,12.8410425,46.602726,3.49927458189222
"Dolores","CO",NA,NA,1,1504,-16,8.5,6.0999999,2726,9.80000019,24671,9.69999981,28.6000004,37.2000008,96.0771255,0,56.25,0.301029995663981
"Douglas","CO",2082,2080,87,60391,191.399994,2.79999995,1.29999995,2827,40.7000008,54244,1.29999995,24.8999996,46.4000015,97.170105,0.673941493,66.3343887,1.94448267215017
"Eagle","CO",NA,NA,15,21928,84.8000031,2.20000005,1,10358,33,41183,0.899999976,35.5999985,28.5,91.5633011,0.20977746,49.5713234,1.20411998265592
"Elbert","CO",NA,NA,6,9646,58.2999992,4.4000001,3.29999995,1861,19.7999992,38193,9.60000038,24.5,43.7000008,97.6466904,0.4872486,52.3014717,0.845098040014257
"El Paso","CO",1720,NA,198,397014,36.0999985,5,3,6201,25.7999992,33932,0.200000003,27.3999996,51.5,85.9919281,7.20201302,42.106575,2.29885307640971
"Fremont","CO",NA,NA,21,32273,14.1000004,10.1000004,8.69999981,3688,11.8000002,24350,2,35.4000015,39.4000015,94.6766663,2.6275835,46.8843918,1.34242268082221
"Garfield","CO",NA,NA,11,29974,38.7000008,5.80000019,4.19999981,4283,21.6000004,32377,2.20000005,36.4000015,31.5,97.244278,0.273570418,46.6270752,1.07918124604762
"Gilpin","CO",NA,NA,21,3070,30.3999996,4.5999999,2.5999999,4801,29.5,36218,0.200000003,41.2999992,26.2999992,97.4918594,0.456026047,57.2964172,1.34242268082221
"Grand","CO",NA,NA,5,7966,13,5.0999999,2.5,6761,30.2000008,34072,1.39999998,34.0999985,35.7999992,97.4391174,0.200853631,61.7373848,0.778151250383644
"Gunnison","CO",NA,NA,3,10273,1.29999995,3.79999995,2.5999999,8158,36.9000015,29533,2.9000001,41.5,28.8999996,97.4301605,0.613258064,56.0595741,0.602059991327962
"Hinsdale","CO",NA,NA,0,467,22.2999992,9,3.5999999,2092,32,30125,2.79999995,31.7000008,39.5,99.1434708,0.214132756,101.927193,0
"Huerfano","CO",NA,NA,4,6009,-8.60000038,11.1999998,9.80000019,2452,12.6000004,18955,5.5999999,52.9000015,29.6000004,92.6776505,0.449326009,38.49226,0.698970004336019
"Jackson","CO",NA,NA,1,1605,-11,5.69999981,5,3222,15.3000002,23239,13.3999996,22.3999996,43.7000008,92.2118378,0,60.1869164,0.301029995663981
"Jefferson","CO",2082,2080,590,438430,22.5,5,3,5219,30.7000008,44679,0.100000001,36.2000008,37.0999985,94.5514679,0.736947775,50.9096107,2.77158748088126
"Kiowa","CO",NA,NA,1,1688,-16.5,11.1000004,8.5,868,9.10000038,26779,12.5,28.2000008,45.7999992,97.6303329,0,61.018959,0.301029995663981
"Kit Carson","CO",NA,NA,3,7140,-5.19999981,8.80000019,7.4000001,3075,15.8000002,27648,12.5,25.2999992,49.2000008,95.1540604,0.126050428,51.2324944,0.602059991327962
"Lake","CO",NA,NA,16,6007,-30.2000008,4.9000001,3.29999995,3135,16.2000008,28950,0.200000003,48.7999992,20.7000008,91.2768402,0.216414183,48.6598969,1.23044892137827
"La Plata","CO",NA,NA,20,32284,27.2000008,6,4,5267,28.1000004,30788,3.70000005,37.9000015,35.4000015,89.8959274,0.219923183,48.3614159,1.32221929473392
"Larimer","CO",2670,NA,76,186136,32.7999992,5.5,4.0999999,4676,32.2999992,36931,1.20000005,38.4000015,36.0999985,94.5389404,0.598487139,53.5414963,1.88649072517248
"Las Animas","CO",NA,NA,3,13765,-8.80000019,10.1000004,9.69999981,4359,12.6999998,20844,4.80000019,58.5999985,26.5,86.6254959,0.247003272,47.7224846,0.602059991327962
"Lincoln","CO",NA,NA,2,4529,-1.89999998,10.3999996,9.10000038,1594,12.8999996,24173,18.7000008,27.7999992,46.7999992,98.1232071,0.0883197188,50.916317,0.477121254719662
"Logan","CO",NA,NA,9,17567,-13,8.5,7.0999999,3982,14.1999998,26436,10.3000002,32.5999985,41,95.8729401,0.113849834,47.5038414,1
"Mesa","CO",NA,NA,29,93145,20.2000008,8.60000038,5.9000001,5242,17.3999996,27637,1.79999995,34.4000015,41.2000008,94.6663818,0.419775605,47.3101082,1.47712125471966
"Mineral","CO",NA,NA,1,558,-29,9.69999981,5.4000001,1751,17.8999996,22232,0,38.0999985,35.4000015,98.0286713,0,80.46595,0.301029995663981
"Moffat","CO",NA,NA,2,11357,-11.1000004,4.5999999,3.4000001,4132,16.3999996,35577,4.5999999,27.2000008,35.5,96.178566,0.0968565643,44.8621979,0.477121254719662
"Montezuma","CO",NA,NA,10,18672,18.5,7.5999999,4.80000019,4755,15.8999996,25825,4.4000001,29.7000008,40.9000015,85.3845367,0.0642673522,40.9061699,1.04139268515823
"Montrose","CO",NA,NA,11,24423,4.69999981,9.5,6.9000001,3795,15.3999996,26804,6.4000001,31.7000008,41.2999992,95.8399887,0.278426081,47.999836,1.07918124604762
"Morgan","CO",NA,NA,18,21939,0.899999976,7.80000019,7.30000019,4745,11.6999998,27463,7.19999981,33.4000015,41.7000008,88.062355,0.278043658,40.7037697,1.27875360095283
"Otero","CO",NA,NA,16,20185,-11.6999998,9,8.10000038,3935,13,22239,4.0999999,41.9000015,37.5,82.8684692,0.584592521,41.1840477,1.23044892137827
"Ouray","CO",NA,NA,5,2295,29.7000008,8.5,4.5999999,1148,27.8999996,30669,4.9000001,29.1000004,41.2999992,97.9956436,0,68.9760361,0.778151250383644
"Park","CO",NA,NA,4,7174,51.5999985,5.4000001,2,3876,22.3999996,35491,2.0999999,30.6000004,35.7999992,98.006691,0.557569027,59.604126,0.698970004336019
"Phillips","CO",NA,NA,6,4189,-9.80000019,10,11,792,14.1999998,26051,6.5999999,30,46.7000008,99.641922,0,54.9773216,0.845098040014257
"Pitkin","CO",NA,NA,13,12661,24.7000008,3.0999999,1.29999995,8900,49.7999992,52976,0.800000012,51.0999985,22.6000004,97.369873,0.323829085,58.9921799,1.14612803567824
"Prowers","CO",NA,NA,8,13347,0.699999988,7.0999999,5.5999999,4730,12.1999998,23931,7.69999981,32.9000015,44.0999985,85.3899765,0.322169781,40.2862053,0.954242509439325
